capture_artist_project_title,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12
THE DEVIL WEARS PRADA - TRANSIT BLUES,28687.7320614,2678.766243,2040.314044,1294.503094,845.920075,787.511455,722.031352,623.780606,702.209214,567.503181,487.390923,412.0610928
ANNA TERNHEIM - ALL THE WAY TO RIO,1004.336764,604.304096,397.788934,246.9547822,214.921293,188.269476,86.341364,89.973302,69.109752,43.87224,60.535455,53.51192
GOLD - GOLD,19.3,11.7,11.944446,7.7,11.4,4.505526,7.06,3.9,15.3,3.8,11.6,7.67943
"EMERSON, LAKE & PALMER - THE ANTHOLOGY",530.995822,1947.057863,701.875142,469.340715,348.056053,4005.082129,706.946323,479.060463,281.378684,411.245463,341.220876,300.847293
DUSTIN KENSRUE - THOUGHTS THAT FLOAT ON A DIFFERENT BLOOD,44.658509,81.482892,72.839258,95.863152,82.694701,60.10844,146.9016,73.083542,34.92279,72.662856,27.458914,54.497142
KREATOR - EXTREME AGGRESSION,82.504005,529.672001,162.71971,162.3469641,183.585087,132.65867,176.478189,89.842971,112.271349,121.18262,158.681406,126.652918
SEVENDUST - ALL I SEE IS WAR,67506.8374676,7378.89261825,4691.95812328,2950.60425,2300.772064,1753.807803,2292.33811,1731.503869,1699.501408,1913.625835,2040.21217614,928.6308
KREATOR - CAUSE FOR CONFLICT,165.429726,66.538604,30.884082,21.867561,44.33174816,18.792867,28.03475,12.810192,7.767366,21.087162,26.890405,19.837422
THE WATERBOYS - OUT OF ALL THIS BLUE,7953.474482,2032.305954,833.084102,670.2908156,430.259277,328.127476,436.495202,409.001584,439.371816,209.790287,165.14669,179.284407
CHRIS REA - ROAD SONGS FOR LOVERS,7479.98374707,10020.487203,2403.337972,2562.92746,601.672003,470.548959758,459.230995,277.495725,259.908593,293.783636,243.651868,242.6007332
"EMERSON, LAKE & PALMER - IN THE HOT SEAT",188.986934,266.739347,106.239112,118.715048,77.611162,48.759996,37.16389,39.41186,65.25832,15.630266,36.60732,52.04633
REJJIE SNOW - DEAR ANNIE,2458.43311662,1159.669189,575.345302,290.563913,322.051049,221.64747,160.307746,155.052423,154.210646,116.871132,118.794389,94.463462
LINA - EGO,5514.097676,2737.656586,1571.230624,1260.52786,1629.1924,1251.281288,1250.167835,1063.011975,1140.81122,988.233208,495.099812,425.66105
JOHN FOGERTY - EYE OF THE ZOMBIE,4.38,33.52456,74.865822,41.76068,62.70808,79.10274,74.052144,80.335204,70.242978,78.78324,33.90336,45.488974
THE BEAT - SPECIAL BEAT SERVICE,5.09907,16.053569,21.130325,4.97901,28.06939,15.566974,5.305536,29.582,18.440848,24.070254,31.754903,21.757505
CELTIC FROST - TO MEGA THERION,312.726222,371.8222036,301.872773,219.035584,469.925969,250.725992,206.4289996,175.770227,174.059125,208.101535,171.695204,111.137738
MIKE LOVE - UNLEASH THE LOVE,1528.898204,618.399498,152.198396,173.496112,113.938443,65.918592,115.58365,180.802072,113.334624,113.43316,53.95814,44.733955
KREATOR - OUTCAST,190.053097,131.452722,50.351045,41.647515,32.02399116,61.378124,37.874342,27.75708,47.824192,27.227625,36.8803909,18.810772
THE SHERLOCKS - LIVE FOR THE MOMENT,283.701946,72.51881,41.56229,72.275904,16.710784,39.723928,56.336096,11.478174,53.411396,70.460389,21.291494,15.077477
EARL - TONGUE TIED,2373.813978,1283.559377,513.1876088,230.609342,253.354276,293.785024,306.132207,345.476546,307.017176,395.737087,481.403572,400.153059
T.S.O.L - THE TRIGGER COMPLEX,1089.473801,739.905104,205.076368,129.013154,50.024189,66.942799,116.90829,70.796474,17.575393,17.81241,35.669376,64.493152
THE HOLD STEADY - BOYS AND GIRLS IN AMERICAN,585.693943,129.360582,27.717595,82.168467,9.811297,62.798736,70.111748,18.382676,17.889646,26.611032,39.50037,9.013008
HOT WATER MUSIC - LIVE AT THE HARDBACK,81.142906,50.277825,9.82065,16.01075,12.99655,10.0934,18.66005,9.7192,11.549,15.9888,3.0072,14.82545
URIAH HEEP - YOUR TURN TO REMEMBER: THE DEFINITIVE ANTHOLOGY 1970 – 1990,535.895327,115.1882157,151.913975,164.48249,114.215172,204.118318,104.464488,139.770582,123.292606,60.594968,73.55028,72.97415
MAYDAY PARADE - SUNNYLAND,21438.9196841,3205.83222628,2037.86819,1290.002358,1493.307742,926.279231,670.957823,597.936446,599.039886,421.731039,378.749738,325.92403
THEO LAWRENCE & THE HEARTS - HOMEMADE LEMONADE,1127.5,963.952128,391.600447,305.306598,216.769242,257.25096,121.0,110.0,121.0,96.223638,41.102036,72.808803
DAVE HAUSE - BURY ME IN PHILLY,10424.2553924,1398.585339,723.650694,453.349464,341.895122,508.537581,309.606404,278.614186,244.168644,276.08985,252.146914,256.380754
MADNESS - FULL HOUSE - THE VERY BEST OF MADNESS,3128.492816,1494.076248,1052.17322,612.86914,813.460754,676.7371,1077.420374,984.756133,939.413474,843.007496,455.221895,502.441187
BENJAMIN FRANCIS LEFTWICH - AFTER THE RAIN,74.752699,75.62392,70.537597,53.348904,34.45295,45.467552,68.201328,51.413804,28.134635,98.286818,60.011244,58.02878
CARL PALMER'S ELP LEGACY - LIVE,303.979516479,176.18527,101.37708,59.709292,81.435246,32.328624,18.165714,15.996464,15.6466,16.5,30.429714,6.055238
MADEINTYO - TRUE'S WORLD,3280.4488872,1191.72492416,281.850239575,143.938583,186.333515,137.412201,126.3790661,68.178767,62.1924508,39.304512,85.476048,43.395908
RSO - MAKING HISTORY,2774.225868,654.776863,439.086823,199.809884,143.0152,92.307782,36.37947,43.716499,17.816864,18.277344,6.83436,10.802669
CLARE BOWEN - CLARE BOWEN,1187.709492,891.9005,119.76,95.51732,1960.785208,4439.160263,590.627818,212.439964,210.125064,120.672916,94.066305,538.351049
FRANK IERO AND THE PATIENCE - PARACHUTES,8792.644637,1952.54847,1626.536048,1013.437317,975.276627,643.915916,877.061596,601.358678,597.756827,422.14089,385.74647,289.992171
VARIOUS ARTISTS - SALSOUL: THE CLUB REMIXES,850.27427155,390.322703318,260.316544259,147.646316,122.992752,139.073005245,169.7069,121.53738,151.379893018,143.157771707,101.065619016,69.478153
RSO - RADIO FREE AMERICA,2422.55316928,489.657799,433.157289,268.976614,144.247694,167.81884512,121.948663,112.774619,129.795116,84.908151,101.490871,67.410146
KONTRA K - GUTE NACHT,59786.265196,37638.552767,14753.568002,8391.341015,7400.961127,5853.432416,4875.369079,4483.279696,6410.359343,4108.46266,3180.110351,3321.8886
"JENNIFER WARNES - ANOTHER TIME, ANOTHER PLACE",1080.79384572,803.901949,378.02230099,215.005335,163.418585,185.144106,92.24892334,123.98056,66.623657,106.9624,86.970348,154.782614
INDIA.ARIE - SONGVERSATION: MEDICINE,1311.987004,5755.93862361,2160.934133,1642.283424,1426.661888,1305.88622812,1338.897815,1360.331363,1281.258636,1113.8585103,824.622994,636.902589
BLACK SABBATH - THE ULTIMATE COLLECTION,2344.456139,3910.934903,1729.575026,2775.57313,2782.711409,1051.646049,441.111161,279.105791,315.367802,337.851131,321.858231,331.834429
GOLDFINGER - THE KNIFE,10684.67717,3360.033186,1363.134148,817.593542,520.693486,547.534684,433.379773,615.108952,406.024781,452.205499,535.42165,403.50507
IDK - IWASVERYBAD,3237.841937,292.714304,357.163956,236.583173,184.6560031,142.208728,138.03939,95.216902,117.837898,159.389107,46.38284,41.43396
"EMERSON, LAKE & PALMER - WORKS VOLUME 2",2352.9820367,498.22092,308.632748,142.708269,131.91593,93.32743,143.618856,196.937796,174.869508,146.008125,131.249296,66.164683
VARIOUS ARTISTS - READY STEADY GO - THE SIXTIES,1305.606456,244.166664,70.285956,70.07,224.8428,56.276396,78.166368,39.82626,61.440984,79.980288,66.485856,56.71064
ERIC BENET - ERIC BENET,139.620943,113.64638,83.945962,99.84755,61.896197,55.047567,54.536201,28.135826,35.529568,63.164387,33.03395,41.80764
GARY NUMAN - SAVAGE (SONGS FROM A BROKEN WORLD),26272.7126635,8640.4953314,4150.5519146,4249.410948,2422.764223,3504.9411812,3825.338123,1628.31123,1382.761328,1244.99536,1259.01204,1102.43807
RICHARD CLAYDERMAN - MOVIE FAVOURITES,98.303729,189.210062,144.805447,98.08136,139.105156,64.725327,76.26136,98.3759,90.971078,75.939596,103.009137,68.990777
DANCE GAVIN DANCE - ARTIFICIAL SELECTION,40491.474813,3891.19474893,2173.090332,1480.576751,1048.474559,1650.295953,1438.25547878,1254.21493542,979.1614,1384.990649,1654.890252,625.882738
BLESSTHEFALL - HARD FEELINGS,16003.946568,3950.71816493,1720.896582,1206.6055,929.459074,804.95591,710.496913,701.232294,455.555857,334.065462,395.258652,397.235755
TALOS - WILD ALEE,7.96296,72.686004,83.014855,86.071501,95.093022,73.433648,304.257847,107.150541,80.74125,76.560406,187.262306,143.100027
JON SECADA - TO BENY MORE' WITH LOVE,535.551178,62.367776,24.830386,46.708674,18.426486,15.869674,4.96,11.43747,43.61022,27.001132,14.923288,11.253854
THE RAVEN AGE - DARKNESS WILL RISE,5185.063578,1127.974161,830.044649,800.806609,423.000489,403.368715,265.162603,317.55187,210.038144,232.169282,139.084904,101.254631
LP - LOST ON YOU REMIXED EP,14.640085,151.3010496,73.72824,25.448665,25.638296,23.38633,33.60728,24.21165,20.26948,46.453775,32.9018,14.94217
VARIOUS ARTISTS - EXTEND THE 80S - HITS,41.790844,44.78032,53.84232,47.250152,34.79548,19.043624,23.960672,29.19641,17.265616,28.49527,10.0,35.37419
CHAPEL - SUNDAY BRUNCH,635.022696,551.950958,174.100108,127.251129,89.21224,32.775559,79.689696,46.01199,27.143754,58.858368,68.796797,7.25592
FINDLAY - FORGOTTEN PLEASURES,423.694488,93.398436,67.108041,24.986444,63.667312,21.513621,41.41732,58.20283,21.375584,36.137952,56.068104,28.134635
KYLIE MINOGUE - GOLDEN,157003.522769,17456.0246192,9694.69257651,6775.026493,4100.52220914,10397.982334,4268.328543,5332.702061,2722.907584,1244.36142976,871.122355,836.008518
WATERS - SOMETHING MORE!,1926.841761,640.556336,200.087942,73.74833,52.921248,51.99519,80.55952,63.536528,44.87899,61.642343,22.717261,28.257264
"EMERSON, LAKE & PALMER - WELCOME BACK MY FRIENDS, TO THE SHOW THAT NEVER ENDS - LADIES AND GENTLEMEN",210.0896,199.47648,176.45208,846.29384,306.74,194.135408,281.0580868,260.266192,240.201879,269.450908,248.520968,277.093072
BOB MARLEY & THE WAILERS - THE LEGEND LIVE - SANTA BARBARA COUNTY BOWL: NOVEMBER 25TH 1979,98.104717,6570.4830812,1087.331843,657.217351,495.6484208,451.645322,955.58884,273.421211,239.083176,175.680732,70.890017,151.580674
MORRISSEY - LOW IN HIGH SCHOOL,56317.6928058,7869.237803,3145.355496,2445.79043,1710.8106561,1304.622642,942.624319,781.934238,522.926981,326.098836,350.324866,295.625261
PRAYERS - BAPTISM OF THIEVES,1094.72566,541.000321,236.721234,307.065078,425.813891,215.81274,252.527903,192.950868,107.397121,149.836569,88.301073,121.83612
AT THE DRIVE-IN - IN•TER A•LI•A,33154.4100955,3049.5534363,1359.124817,1043.526193,855.115824,806.916918,811.644199,655.018539,531.826888,555.4246581,516.14057,326.722429
FEEDER - THE BEST OF,2499.566696,3227.46575,450.25281,436.24604,381.095586,350.490651,880.174819,184.363418,214.333554,243.655512,231.895947,261.32064
PARMALEE - 27861,785.777227,942.068743,513.24547,399.29067,461.169516,377.237364,416.945319,367.220868,494.185808,340.674251,380.189116,207.45993
MIKE + THE MECHANICS - THE SINGLES 1985 - 2014,89.74949,506.424385,938.789184,1001.457016,675.902843,696.906138,746.3014,470.446815,397.678177,479.443151,441.945036,286.611507
DUSTIN KENSRUE - MORE THOUGHTS THAT FLOAT ON A DIFFERENT BLOOD,318.854631,81.516359,60.348097,40.711678,17.488601,27.363426,12.537547,13.60664,23.6754116,22.5848,18.655824,16.81292
MAYER HAWTHORNE - MAN ABOUT TOWN,195.778328,271.926431,264.50385,228.161495,140.984579,131.147632,120.734276,111.324546,88.981905,123.59837,157.767368,107.432316
MIKE + THE MECHANICS - LIVING YEARS,27.44565,57.23146,127.142114,120.133098,85.708764,79.084214,45.698843,93.933697,90.187565,76.752866,65.988754,80.686694
DUSTIN LYNCH - CURRENT MOOD,117054.509495,15909.343093,13527.93289,6575.46321,5443.101778,4086.361783,7766.621029,4982.633844,3492.659368,4202.984538,2659.085921,2601.706396
RICHARD CLAYDERMAN - THE ANDREW LLOYD WEBBER COLLECTION,39.8538998,46.080352,33.57191,17.05166,46.498888,24.450057,27.121054,22.369084,6.808184,30.83264,16.955288,24.574896
ERASURE - SINGLES - EBX4,444.628732,235.901619,28.434186,92.94757,79.34595,86.775231,21.410032,54.315108,29.38218,64.983995,82.856343,64.094528
NICKELBACK - FEED THE MACHINE,269920.323828,65106.2173486,33165.3251281,23599.692452,13035.756633,10722.2510482,12746.307838,9657.009626,6904.33366077,7277.6614691,5946.7834858,6482.7759454
WHITE LIES - FRIENDS,8018.6932954,1095.827985,904.375121,837.001804,849.519776,552.769406,507.8003979,323.402107,315.844809,264.304974,240.183825,236.942184
TONY BANKS & THE CZECH NATIONAL SYMPHONY ORCHESTRA & CHOIR & NICK INGMAN - FIVE,945.752002,525.424697,111.444219,138.848594,65.872028,54.548643,41.422104,40.329088,65.579584,24.374236,12.110476,58.846594
"SONDASCHULE - SCHERE, STEIN, PAPIER",4659.951041,1025.049533,700.295064,462.84,385.418244,140.07,277.43899,397.11948,158.34,188.121816,194.88,257.593836
JOHN FOGERTY - CENTERFIELD – 25TH ANNIVERSARY,13.434936,356.93591,595.3529,598.260949,833.110384,699.826971,601.78237,755.31959,638.735437,619.025294,504.450718,534.01996
"EMERSON, LAKE & PALMER - LOVE BEACH",661.438004,208.338725,107.538704,93.388267,58.25304,56.137975,49.805254,91.885264,50.824821,39.045787,37.52493,50.752356
VARIOUS ARTISTS - LEVI ROOTS PRESENTS REGGAE REGGAE HITS,6800.084,4727.468874,873.543456,379.52712,339.820992,368.09388,360.22116,245.973,361.33188,309.360172,451.85104,213.16224
GALACTIC EMPIRE - EPISODE II,5269.2875184,563.861001,404.820706,323.2726814,296.838283,209.430951,206.471814,203.117605,192.453806,128.843218,126.534392,165.55202806
HINDER - WHEN THE SMOKE CLEARS,146.864482,399.828053,413.277444,429.662401,227.12508,123.793289,177.718553,124.367498,137.974731,147.212994,124.707787,135.504379
NOVA TWINS - THELMA AND LOUISE EP,7.666471,33.88,16.86,11.56,2.33684,31.9,62.3,3.8,5.557131,15.04,7.353047,3.64
ASH - ISLANDS,680.408432,173.639474,75.202247,46.38284,46.38284,40.978028,12.110476,34.564914,23.49393016,12.110476,22.812314,23.162418
FATBOY SLIM - FATBOY SLIM VS. AUSTRALIA,1061.50301448,240.841331,60.799745,23.587718,26.388561,17.304068,16.854867,43.103505,17.831555,19.035148,22.399605,11.322232
CRAIG CAMPBELL - SEE YOU TRY,1302.642472,566.816168,449.183375,384.464759,262.779471,164.926494,167.258218,144.449912,156.798831,254.387472,153.80144,112.96676
ALBERT HAMMOND - IN SYMPHONY,2026.854404,1927.266694,403.164432,157.9633,183.277606,210.010402,520.916939,126.5,124.610197,109.982951,79.073,33.70304
DANCE GAVIN DANCE - MOTHERSHIP,53504.4541612,5771.9226085,5285.3866976,3642.0715608,2728.1023,4547.809567,3079.3501758,2091.681213,2811.013035,2721.2903176,1953.046966,1446.4356788
MIKE + THE MECHANICS - LET ME FLY,27162.335677,4804.25869658,4829.537711,2465.174021,2440.763345,1539.47885026,1053.00179,568.014118,522.544516,472.32079,583.127607,531.495958
MONO - FORMICA BLUES,49.100528,90.357153,50.192141,67.158222,107.349464,110.0323,74.985716,61.75222,72.011719,65.97869,47.610192,61.276642
VARIOUS ARTISTS - WEST END EDITS: MEDLAR,106.588309,65.7222906188,35.824796,59.298415,23.27773,10.308355,3.64,19.407058,4.816938,11.580289,15.4210186293,9.17225
AMII STEWART - KNOCK ON WOOD: THE ANTHOLOGY,21.564115,52.517317,55.872021,53.524771,27.775718,47.404319,49.49574,17.993222,34.976022,18.60222,40.311978,44.93284
VARIOUS ARTISTS - THIS IS TROJAN SKA,28.609449,41.20668,27.666132,17.185168,68.34612,17.962872,88.22408,22.492476,56.10032,42.99808,6.09,6.35628
FRANCESCO GABBANI - MAGELLANO,651.796435,838.667468,668.176198,331.831534,239.8394,136.350708,159.903562,149.8502,128.152048,76.8284,60.010542,75.829796
LOREEN - RIDE,1462.526566,716.619765,243.005574,190.303524,109.421547,103.657531,87.880976,71.332972,46.696403,95.489339,54.361052,67.202895
RACQUET CLUB - RACQUET CLUB,892.870831,593.916842,143.332124,121.818926,129.671022,98.494214,34.18874,64.241928,21.762578,41.940129,103.430622,62.90308
VALLEYHEART - NOWADAYS,253.588708,70.750577,27.741747,27.40048,26.406526,32.904104,14.200279,26.84259,12.86838,6.95352,7.222215,12.94702
LE SOLDAT ROSE - LE SOLDAT ROSE,5.1591,146.713163,81.986234,91.669678,64.16832,88.144446,26.7,64.385538,124.949858,129.781682,53.4,115.88284
MIKE + THE MECHANICS - WORD OF MOUTH,23.459536,78.024255,73.714312,110.744408,46.70505,43.982736,49.27232,46.064394,46.177338,38.114303,33.966108,22.267816
BILLY CORGAN - OGILALA,17668.85739,4107.621237,2182.355942,1096.5049404,900.0280922,437.410587,426.249498,306.6597734,257.370914,238.093507,375.252096,303.179028
OF MICE & MEN - DEFY,41526.039558,7890.431543,4725.643195,3467.966141,2902.0272734,2000.818673,1861.605567,1425.673178,1124.061213,1198.657019,992.37421,800.09903298
VARIOUS ARTISTS - EXTEND THE 80S - CLUB,44.84235,52.018382,50.080568,22.837992,39.915911,24.88,18.49527,34.04131,13.63282,28.40342,44.67535,19.21886
MIDGE URE - ORCHESTRATED,10028.5607478,4656.196617,1233.653925,1775.50864,375.859502,241.609106,524.673667,207.331251,205.629299,177.458784,164.265383,121.906887
MIKE + THE MECHANICS - THE ROAD,21.992182,71.686098,168.041946,369.643477,137.041781,93.161831,106.925884,97.986438,66.4308,69.594822,46.54632,48.259271
VARIOUS ARTISTS - THIS IS TROJAN ROCK STEADY,51.736556,72.450478,47.601927,60.480561,42.83408,23.226804,49.574274,36.572516,57.810472,50.416204,19.216476,64.276737
POHLMANN - WEGGEFäHRTEN,2485.168756,1546.736453,1118.058256,245.503769,318.403246,206.947427,105.695344,88.0,82.647066,322.75,89.277244,63.45
AMANDA SHIRES - MY PIECE OF LAND,7896.6812469,2586.556469,1636.099206,2312.8702296,1107.418081,449.363677,652.059288,441.875148,222.828219,543.166414,476.692444,674.82441
KREATOR - RENEWAL,316.1354931,194.848973,44.910304,79.50514,64.45822516,63.973929,81.87567,36.855096,23.802022,25.923222,45.849103,24.237853
DOWNSWING - DARK SIDE OF THE MIND,201.910201,27.0648,33.302239,30.96291,38.2692,31.0378,5.7946,11.11435,12.0078,11.928,5.162,3.0233
EIGHTEEN VISIONS - XVIII,5113.57806541,405.173075,244.754386,230.475037,179.927826,204.615448,141.334702,67.961876,93.33853,72.175905,61.917292,44.988414
HANNI & NANNI - MEHR ALS BESTE FREUNDE (OFFICIAL SOUNDTRACK),267.961756,1274.894528,940.346154,279.050086,123.342176,188.953712,218.195632,192.543448,209.237228,110.025514,137.73816,104.248818
"THE KINKS - LOLA VERSUS POWERMAN AND THE MONEYGOROUND, PT. 1",970.0708351,572.327462,121.776113,137.953948,110.205425,135.0841596,128.95872,126.16319808,154.31483506,141.514643,85.093922,92.424495
DMA'S - FOR NOW,833.39133,433.5652884,142.353554,116.053368,122.360438,39.013,57.735104,64.140446,71.254218,65.242939,62.381704,51.679866
SKINDRED - UNION BLACK,10.0,25.0,56.550816,31.328512,38.17232,90.608896,125.290076,79.919328,24.220952,91.542778,51.002577,25.025087
KATIE MELUA - IN WINTER,35310.730561,15134.378577,33654.27117,5654.387322,4450.776109,1735.726731,844.782119,623.594291,499.593905,647.644872,439.727327,435.640086
VARIOUS ARTISTS - NWOBHM,15.83897,29.688113,25.59288,19.8645,22.417246,29.763888,16.521328,13.40502,6.18798,22.15347,6.892466,12.36394
